0.0023176,0.0099272,0.0042533,0.0015717,0.0038081,0.075567,0.0065383,0.0094302,0.001781,0.0023301,0.0026416,0.011785,0.038545,0.18965,0.0023145,0.0011661,1.1801e-05,1.3337e-05,1.1585e-05,1.3296e-05,1.3172e-05,1.1911e-05,1.2817e-05,1.1963e-05,1.1484e-05,1.2114e-05,1.1652e-05,1.2949e-05,1.1715e-05,1.1014e-05,1.1311e-05,1.3566e-05,1.1434e-05,1.1057e-05,1.2404e-05,1.042e-05,1.2133e-05,1.2021e-05,1.0686e-05,1.1457e-05,1.0797e-05,1.1522e-05,1.1967e-05,1.2519e-05,1.0816e-05,1.1538e-05,1.1414e-05,1.1023e-05,6.5722e-06,6.3549e-06,6.0225e-06,6.0552e-06,6.3596e-06,6.3571e-06,6.4575e-06,6.4923e-06,5.7703e-06,5.753e-06,5.8052e-06,6.175e-06,6.45e-06,6.1791e-06,5.9334e-06,6.0726e-06
0.91297,0.0056426,0.0047627,0.010852,0.002012,0.0019126,0.0078355,0.0083546,0.0052408,0.0063789,0.004555,0.0019993,0.0016306,0.0019704,0.11732,0.010245,1.1341e-05,1.2797e-05,1.1186e-05,1.2806e-05,1.2727e-05,1.1446e-05,1.2273e-05,1.1448e-05,1.1104e-05,1.1611e-05,1.1203e-05,1.2466e-05,1.1238e-05,1.0634e-05,1.0894e-05,1.2967e-05,1.2919e-05,1.2534e-05,1.4142e-05,1.1758e-05,1.3786e-05,1.37e-05,1.2061e-05,1.3016e-05,1.222e-05,1.3025e-05,1.3613e-05,1.4243e-05,1.2165e-05,1.3081e-05,1.2905e-05,1.2432e-05,6.8467e-06,6.6079e-06,6.2419e-06,6.2797e-06,6.6264e-06,6.6234e-06,6.728e-06,6.7695e-06,6.0085e-06,5.9776e-06,6.0264e-06,6.4115e-06,6.7192e-06,6.4086e-06,6.1921e-06,6.3337e-06
0.026443,0.0033225,0.0024641,0.024297,0.0016637,0.0012436,0.0033943,0.0035915,0.0031455,0.0033564,0.002518,0.0014559,0.0010939,0.0013074,0.017141,0.062062,1.101e-05,1.2402e-05,1.0871e-05,1.2418e-05,1.235e-05,1.111e-05,1.1895e-05,1.1104e-05,1.0794e-05,1.1262e-05,1.0878e-05,1.2091e-05,1.0906e-05,1.0339e-05,1.0584e-05,1.2556e-05,1.3173e-05,1.2814e-05,1.4462e-05,1.2008e-05,1.408e-05,1.4019e-05,1.2312e-05,1.3311e-05,1.249e-05,1.3282e-05,1.3916e-05,1.4545e-05,1.239e-05,1.336e-05,1.3164e-05,1.2674e-05,6.8129e-06,6.5736e-06,6.2063e-06,6.2448e-06,6.596e-06,6.593e-06,6.6962e-06,6.7387e-06,5.985e-06,5.9505e-06,5.9969e-06,6.377e-06,6.6871e-06,6.3719e-06,6.1707e-06,6.3094e-06
0.0037698,0.0092505,0.012281,0.0018968,0.0025639,0.019327,0.025082,0.036537,0.0033028,0.0048065,0.0058017,0.004961,0.012176,0.013678,0.0039779,0.001503,1.2028e-05,1.3615e-05,1.1821e-05,1.3587e-05,1.3471e-05,1.2141e-05,1.3067e-05,1.2179e-05,1.1721e-05,1.2342e-05,1.1876e-05,1.3225e-05,1.1932e-05,1.1229e-05,1.1528e-05,1.3836e-05,1.193e-05,1.152e-05,1.2958e-05,1.0845e-05,1.2672e-05,1.2546e-05,1.1128e-05,1.1945e-05,1.1243e-05,1.2024e-05,1.2492e-05,1.3086e-05,1.1273e-05,1.2037e-05,1.1908e-05,1.1492e-05,6.7702e-06,6.5419e-06,6.1929e-06,6.2275e-06,6.5488e-06,6.5461e-06,6.6508e-06,6.6877e-06,5.9346e-06,5.9149e-06,5.9684e-06,6.3533e-06,6.6428e-06,6.3565e-06,6.1061e-06,6.2506e-06
0.0023189,0.0016593,0.015525,0.001043,0.00081976,0.0024191,0.0060129,0.0039461,0.0092013,0.010911,0.022199,0.0011209,0.0021617,0.0018436,0.0027586,0.0010818,1.3144e-05,1.4971e-05,1.2937e-05,1.4969e-05,1.4857e-05,1.3274e-05,1.4318e-05,1.3288e-05,1.2831e-05,1.3486e-05,1.2971e-05,1.4543e-05,1.302e-05,1.2254e-05,1.2583e-05,1.5198e-05,1.2963e-05,1.2427e-05,1.4072e-05,1.1683e-05,1.3778e-05,1.358e-05,1.2018e-05,1.2905e-05,1.2118e-05,1.3071e-05,1.3544e-05,1.4259e-05,1.2235e-05,1.3045e-05,1.2929e-05,1.2463e-05,7.3568e-06,7.099e-06,6.7056e-06,6.7444e-06,7.1059e-06,7.1029e-06,7.2214e-06,7.2629e-06,6.4132e-06,6.392e-06,6.4524e-06,6.8862e-06,7.2124e-06,6.89e-06,6.6051e-06,6.7684e-06
0.0037831,0.058312,0.0023253,0.0044339,0.019713,0.0036346,0.0039566,0.0061345,0.0014961,0.0018416,0.0017636,0.013741,0.00311,0.005223,0.0032751,0.0023102,1.0911e-05,1.2275e-05,1.0732e-05,1.2252e-05,1.2153e-05,1.1009e-05,1.1805e-05,1.1042e-05,1.0646e-05,1.1182e-05,1.0779e-05,1.1941e-05,1.0828e-05,1.0219e-05,1.0478e-05,1.2465e-05,1.1613e-05,1.1299e-05,1.2662e-05,1.0631e-05,1.2355e-05,1.2293e-05,1.0888e-05,1.1711e-05,1.103e-05,1.1703e-05,1.2214e-05,1.274e-05,1.0967e-05,1.1758e-05,1.1603e-05,1.1198e-05,6.3885e-06,6.1758e-06,5.8495e-06,5.8826e-06,6.1877e-06,6.1851e-06,6.2803e-06,6.3161e-06,5.6259e-06,5.6023e-06,5.6489e-06,6.0002e-06,6.2726e-06,6.0002e-06,5.7888e-06,5.919e-06
0.014551,0.025923,0.004088,0.00947,0.0044416,0.0030266,0.0083438,0.013504,0.0028393,0.0036494,0.0031682,0.0043358,0.0025092,0.0035115,0.010999,0.004795,1.1167e-05,1.2586e-05,1.0999e-05,1.2578e-05,1.2488e-05,1.1269e-05,1.2086e-05,1.1287e-05,1.0914e-05,1.1439e-05,1.1032e-05,1.225e-05,1.1074e-05,1.0463e-05,1.0724e-05,1.2767e-05,1.226e-05,1.1909e-05,1.3391e-05,1.1188e-05,1.3061e-05,1.2986e-05,1.1468e-05,1.2354e-05,1.1618e-05,1.2357e-05,1.2904e-05,1.3482e-05,1.1561e-05,1.2411e-05,1.2247e-05,1.1809e-05,6.6279e-06,6.4019e-06,6.0554e-06,6.0908e-06,6.4168e-06,6.414e-06,6.5141e-06,6.5527e-06,5.8256e-06,5.7986e-06,5.8465e-06,6.2156e-06,6.5059e-06,6.2144e-06,5.9989e-06,6.1352e-06
0.16192,0.0039148,0.0057942,0.0063426,0.0015367,0.0017548,0.0081476,0.0072853,0.0087566,0.010256,0.0063484,0.0016079,0.0015052,0.0017273,0.86132,0.0080261,1.1556e-05,1.3056e-05,1.1403e-05,1.307e-05,1.2993e-05,1.1664e-05,1.2512e-05,1.1661e-05,1.1319e-05,1.183e-05,1.1415e-05,1.2718e-05,1.1447e-05,1.0833e-05,1.1098e-05,1.3226e-05,1.3178e-05,1.2765e-05,1.4426e-05,1.197e-05,1.4066e-05,1.3964e-05,1.2286e-05,1.326e-05,1.2442e-05,1.3287e-05,1.3881e-05,1.454e-05,1.2404e-05,1.3336e-05,1.3162e-05,1.2675e-05,6.9749e-06,6.7296e-06,6.3535e-06,6.3924e-06,6.7484e-06,6.7454e-06,6.8529e-06,6.8955e-06,6.1137e-06,6.0821e-06,6.1322e-06,6.5277e-06,6.8438e-06,6.5247e-06,6.302e-06,6.4476e-06
0.009697,0.008625,0.0022118,0.040452,0.0041087,0.0017444,0.0035381,0.0046082,0.0019387,0.0022645,0.0019263,0.0029063,0.0015202,0.0020324,0.0069267,0.0083656,1.076e-05,1.21e-05,1.0607e-05,1.2098e-05,1.2018e-05,1.0856e-05,1.1625e-05,1.0868e-05,1.0528e-05,1.1014e-05,1.0632e-05,1.1788e-05,1.0669e-05,1.0098e-05,1.0343e-05,1.2266e-05,1.2349e-05,1.2033e-05,1.3523e-05,1.1297e-05,1.3173e-05,1.3127e-05,1.1572e-05,1.2485e-05,1.1738e-05,1.2447e-05,1.303e-05,1.3593e-05,1.1635e-05,1.2523e-05,1.2342e-05,1.1896e-05,6.5357e-06,6.3123e-06,5.9693e-06,6.0049e-06,6.3305e-06,6.3278e-06,6.4252e-06,6.4642e-06,5.7534e-06,5.7234e-06,5.7686e-06,6.1284e-06,6.4169e-06,6.1252e-06,5.9262e-06,6.0581e-06
0.0031484,0.0065703,0.012795,0.0016162,0.0021873,0.023102,0.019086,0.02108,0.0032228,0.0046402,0.0059281,0.0042096,0.014506,0.012963,0.0033658,0.0013213,1.2187e-05,1.3805e-05,1.1973e-05,1.3775e-05,1.3654e-05,1.2302e-05,1.3247e-05,1.2343e-05,1.1871e-05,1.2508e-05,1.2031e-05,1.3406e-05,1.2089e-05,1.1371e-05,1.1676e-05,1.4033e-05,1.1909e-05,1.1489e-05,1.2926e-05,1.0818e-05,1.2646e-05,1.2512e-05,1.1104e-05,1.1913e-05,1.1214e-05,1.2004e-05,1.2461e-05,1.306e-05,1.1257e-05,1.201e-05,1.1886e-05,1.1472e-05,6.8055e-06,6.5761e-06,6.2257e-06,6.2602e-06,6.5818e-06,6.5791e-06,6.6848e-06,6.7216e-06,5.9624e-06,5.9437e-06,5.9982e-06,6.3866e-06,6.6768e-06,6.3904e-06,6.1342e-06,6.2803e-06
